subj_nr	sent_nr	sent_pos	correct	answer_time	word_pos	word	RTfirstfix	RTfirstpass	RTrightbound	RTgopast
1	1	127	-	NaN	1	Anne	216	348	348	348
1	1	127	-	NaN	2	lost	152	152	152	152
1	1	127	-	NaN	3	control	144	144	144	208
1	1	127	-	NaN	4	and	184	412	412	412
1	1	127	-	NaN	5	laughed.	244	316	316	316
1	2	150	c	2106	1	Billy	272	272	272	272
1	2	150	c	2106	2	wrote	160	160	160	160
1	2	150	c	2106	3	on	280	280	280	280
1	2	150	c	2106	4	the	0	0	0	0
1	2	150	c	2106	5	envelope.	264	820	820	820
1	3	18	-	NaN	1	He	112	316	316	316
1	3	18	-	NaN	2	called	144	144	144	144
1	3	18	-	NaN	3	over	272	520	520	520
1	3	18	-	NaN	4	his	0	0	0	0
1	3	18	-	NaN	5	shoulder.	168	168	468	1720
1	4	23	-	NaN	1	He	288	288	288	288
1	4	23	-	NaN	2	stayed	164	164	164	164
1	4	23	-	NaN	3	against	248	376	376	376
1	4	23	-	NaN	4	the	500	500	500	500
1	4	23	-	NaN	5	wall.	72	528	528	528
1	5	39	c	1054	1	Helen	280	280	280	280
1	5	39	c	1054	2	ran	124	404	404	404
1	5	39	c	1054	3	to	0	0	0	0
1	5	39	c	1054	4	the	168	168	168	380
1	5	39	c	1054	5	toilet.	572	572	572	572
1	6	142	-	NaN	1	I	0	0	0	0
1	6	142	-	NaN	2	cannot	256	388	388	388
1	6	142	-	NaN	3	tell	168	168	168	168
1	6	142	-	NaN	4	you	604	604	604	604
1	6	142	-	NaN	5	more.	0	0	0	0
1	7	133	c	3099	1	Michael	280	280	280	280
1	7	133	c	3099	2	gave	176	412	412	412
1	7	133	c	3099	3	Adam	152	152	152	152
1	7	133	c	3099	4	two	400	400	400	400
1	7	133	c	3099	5	pounds.	276	276	276	976
1	8	140	c	1104	1	Roger	292	292	292	292
1	8	140	c	1104	2	smiled	208	208	208	208
1	8	140	c	1104	3	and	272	272	272	272
1	8	140	c	1104	4	sat	188	188	188	188
1	8	140	c	1104	5	down.	444	444	444	444
1	9	89	-	NaN	1	Things	216	328	328	328
1	9	89	-	NaN	2	were	180	180	180	180
1	9	89	-	NaN	3	looking	124	124	124	124
1	9	89	-	NaN	4	up	0	0	0	0
1	9	89	-	NaN	5	again.	164	164	164	376
1	10	47	c	1947	1	This	268	268	268	268
1	10	47	c	1947	2	man's	200	448	448	448
1	10	47	c	1947	3	hair	216	216	216	216
1	10	47	c	1947	4	is	124	124	124	124
1	10	47	c	1947	5	black.	432	432	432	432
1	11	169	c	2114	1	Turn	0	0	0	0
1	11	169	c	2114	2	your	224	224	224	384
1	11	169	c	2114	3	hearing	244	244	244	244
1	11	169	c	2114	4	aid	200	200	468	680
1	11	169	c	2114	5	up.	332	332	332	332
1	12	109	-	NaN	1	You'll	312	312	312	312
1	12	109	-	NaN	2	demand	200	512	512	512
1	12	109	-	NaN	3	nothing	372	372	372	372
1	12	109	-	NaN	4	of	216	216	216	216
1	12	109	-	NaN	5	me.	68	68	68	276
1	13	123	-	NaN	1	A	0	0	0	0
1	13	123	-	NaN	2	horse	224	436	436	436
1	13	123	-	NaN	3	has	252	252	252	252
1	13	123	-	NaN	4	thrown	232	232	232	232
1	13	123	-	NaN	5	a	0	0	0	0
1	13	123	-	NaN	6	shoe.	204	204	468	1212
1	14	53	e	2140	1	A	0	0	0	0
1	14	53	e	2140	2	tube	252	440	440	440
1	14	53	e	2140	3	train	236	236	236	236
1	14	53	e	2140	4	took	492	492	492	492
1	14	53	e	2140	5	his	220	220	220	220
1	14	53	e	2140	6	legs.	160	160	160	328
1	15	182	c	1752	1	Five	416	416	416	416
1	15	182	c	1752	2	will	136	256	552	720
1	15	182	c	1752	3	be	0	0	0	0
1	15	182	c	1752	4	listening	232	520	520	520
1	15	182	c	1752	5	for	304	304	304	304
1	15	182	c	1752	6	sure.	344	344	344	628
1	16	15	c	2730	1	Gordon	300	436	436	436
1	16	15	c	2730	2	felt	152	152	152	152
1	16	15	c	2730	3	his	260	260	260	260
1	16	15	c	2730	4	anger	164	164	164	164
1	16	15	c	2730	5	build	368	368	368	600
1	16	15	c	2730	6	up.	0	0	0	0
1	17	158	c	2401	1	Harry	312	312	312	312
1	17	158	c	2401	2	smiled	156	156	156	156
1	17	158	c	2401	3	at	192	192	192	192
1	17	158	c	2401	4	his	188	344	344	344
1	17	158	c	2401	5	little	136	136	136	136
1	17	158	c	2401	6	brother.	604	604	604	604
1	18	33	-	NaN	1	He	248	352	352	352
1	18	33	-	NaN	2	needed	160	312	312	312
1	18	33	-	NaN	3	putting	156	156	156	156
1	18	33	-	NaN	4	in	304	304	664	1124
1	18	33	-	NaN	5	his	248	248	248	248
1	18	33	-	NaN	6	place.	264	264	264	264
1	19	37	-	NaN	1	He	300	300	300	300
1	19	37	-	NaN	2	shouted	348	544	544	544
1	19	37	-	NaN	3	and	204	204	204	204
1	19	37	-	NaN	4	the	140	140	140	140
1	19	37	-	NaN	5	calling	172	172	172	172
1	19	37	-	NaN	6	ceased.	172	172	296	1396
1	20	106	-	NaN	1	He	276	276	276	276
1	20	106	-	NaN	2	uses	152	260	260	260
1	20	106	-	NaN	3	his	168	296	296	296
1	20	106	-	NaN	4	belt	0	0	0	0
1	20	106	-	NaN	5	on	620	620	620	620
1	20	106	-	NaN	6	you.	0	0	0	0
1	21	114	c	1847	1	He's	276	276	276	276
1	21	114	c	1847	2	broken	252	572	572	572
1	21	114	c	1847	3	his	244	244	244	244
1	21	114	c	1847	4	wrists	148	148	444	1140
1	21	114	c	1847	5	very	200	200	532	1700
1	21	114	c	1847	6	badly.	372	372	372	372
1	22	161	-	NaN	1	I	268	268	268	268
1	22	161	-	NaN	2	am	140	140	140	140
1	22	161	-	NaN	3	touched	96	96	96	96
1	22	161	-	NaN	4	deeply	308	308	308	308
1	22	161	-	NaN	5	in	324	324	324	324
1	22	161	-	NaN	6	places.	216	216	216	444
1	23	31	-	NaN	1	I	0	0	0	0
1	23	31	-	NaN	2	don't	156	156	428	608
1	23	31	-	NaN	3	want	160	412	528	744
1	23	31	-	NaN	4	to	0	0	0	0
1	23	31	-	NaN	5	hear	188	188	188	188
1	23	31	-	NaN	6	it.	168	168	168	308
1	24	32	c	3290	1	I	0	0	0	0
1	24	32	c	3290	2	knew	272	444	444	444
1	24	32	c	3290	3	I	0	0	0	0
1	24	32	c	3290	4	heard	324	324	324	324
1	24	32	c	3290	5	your	280	280	600	944
1	24	32	c	3290	6	voice.	0	0	0	0
1	25	75	-	NaN	1	I	0	0	0	0
1	25	75	-	NaN	2	wouldn't	256	512	512	512
1	25	75	-	NaN	3	want	200	200	200	200
1	25	75	-	NaN	4	to	288	288	288	288
1	25	75	-	NaN	5	miss	0	0	0	0
1	25	75	-	NaN	6	this.	156	236	236	236
1	26	203	c	1793	1	Jack	232	332	332	332
1	26	203	c	1793	2	walked	92	452	452	452
1	26	203	c	1793	3	up	0	0	0	0
1	26	203	c	1793	4	to	164	164	484	904
1	26	203	c	1793	5	the	0	0	0	0
1	26	203	c	1793	6	door.	92	92	92	312
1	27	111	c	4102	1	Ross	68	68	68	68
1	27	111	c	4102	2	sat	172	172	172	328
1	27	111	c	4102	3	back	132	132	300	424
1	27	111	c	4102	4	down	284	284	284	284
1	27	111	c	4102	5	and	176	176	176	432
1	27	111	c	4102	6	shivered.	248	724	724	724
1	28	55	-	NaN	1	She	284	284	284	284
1	28	55	-	NaN	2	couldn't	172	404	404	404
1	28	55	-	NaN	3	help	120	120	120	120
1	28	55	-	NaN	4	feel	244	244	244	244
1	28	55	-	NaN	5	for	356	356	356	520
1	28	55	-	NaN	6	Alex.	164	164	164	164
1	29	92	c	1866	1	The	0	0	0	0
1	29	92	c	1866	2	bored	36	36	384	636
1	29	92	c	1866	3	looking	160	160	704	888
1	29	92	c	1866	4	soldier	252	252	252	252
1	29	92	c	1866	5	just	200	200	200	200
1	29	92	c	1866	6	pointed.	176	176	556	776
1	30	81	-	NaN	1	The	280	280	280	280
1	30	81	-	NaN	2	campaign	180	180	180	180
1	30	81	-	NaN	3	will	180	504	504	504
1	30	81	-	NaN	4	pay	0	0	0	0
1	30	81	-	NaN	5	for	180	180	180	180
1	30	81	-	NaN	6	itself.	148	148	292	512
1	31	14	c	2612	1	They're	256	304	304	304
1	31	14	c	2612	2	riding	260	260	456	688
1	31	14	c	2612	3	out	172	172	172	172
1	31	14	c	2612	4	to	164	164	164	328
1	31	14	c	2612	5	meet	132	132	132	132
1	31	14	c	2612	6	them.	200	200	200	584
1	32	138	c	1808	1	We	0	0	0	0
1	32	138	c	1808	2	barely	268	268	268	420
1	32	138	c	1808	3	escaped	172	300	300	300
1	32	138	c	1808	4	with	152	304	304	304
1	32	138	c	1808	5	our	256	256	256	764
1	32	138	c	1808	6	lives.	0	0	0	0
1	33	73	c	4473	1	We've	244	328	328	328
1	33	73	c	4473	2	been	0	0	0	0
1	33	73	c	4473	3	travelling	232	316	316	316
1	33	73	c	4473	4	almost	232	232	232	232
1	33	73	c	4473	5	three	288	288	288	288
1	33	73	c	4473	6	days.	284	340	340	616
1	34	66	-	NaN	1	Alice	320	480	480	480
1	34	66	-	NaN	2	is	136	136	136	136
1	34	66	-	NaN	3	looking	152	152	152	152
1	34	66	-	NaN	4	for	224	224	224	224
1	34	66	-	NaN	5	somewhere	156	452	452	452
1	34	66	-	NaN	6	to	0	0	0	0
1	34	66	-	NaN	7	live.	132	1124	1124	1336
1	35	86	c	1500	1	Alan	96	304	304	304
1	35	86	c	1500	2	forgot	144	144	144	144
1	35	86	c	1500	3	to	144	144	144	144
1	35	86	c	1500	4	shave	296	296	296	296
1	35	86	c	1500	5	again	136	136	292	428
1	35	86	c	1500	6	this	0	0	0	0
1	35	86	c	1500	7	morning.	220	616	616	616
1	36	174	c	1154	1	Have	144	320	320	320
1	36	174	c	1154	2	a	0	0	0	0
1	36	174	c	1154	3	carriage	216	216	216	216
1	36	174	c	1154	4	sent	208	712	712	712
1	36	174	c	1154	5	for	240	240	240	240
1	36	174	c	1154	6	us	0	0	0	0
1	36	174	c	1154	7	immediately.	512	1072	1072	1072
1	37	183	c	2352	1	He	212	212	212	212
1	37	183	c	2352	2	probably	140	224	224	224
1	37	183	c	2352	3	doesn't	148	148	148	148
1	37	183	c	2352	4	want	140	140	140	140
1	37	183	c	2352	5	people	232	232	232	232
1	37	183	c	2352	6	to	0	0	0	0
1	37	183	c	2352	7	know.	340	500	500	500
1	38	4	c	1756	1	He	236	236	236	236
1	38	4	c	1756	2	put	164	164	164	164
1	38	4	c	1756	3	the	216	216	216	216
1	38	4	c	1756	4	fork	120	120	120	120
1	38	4	c	1756	5	on	164	316	316	316
1	38	4	c	1756	6	the	216	216	216	216
1	38	4	c	1756	7	table.	732	912	912	1576
1	39	118	-	NaN	1	I'll	56	296	296	296
1	39	118	-	NaN	2	give	148	148	148	148
1	39	118	-	NaN	3	him	144	144	144	144
1	39	118	-	NaN	4	more	192	192	192	192
1	39	118	-	NaN	5	than	144	144	144	144
1	39	118	-	NaN	6	a	168	408	408	408
1	39	118	-	NaN	7	slap.	152	152	152	152
1	40	180	c	1198	1	Andrew	280	280	280	280
1	40	180	c	1198	2	nodded	336	336	336	336
1	40	180	c	1198	3	and	204	204	204	204
1	40	180	c	1198	4	stood	0	0	0	0
1	40	180	c	1198	5	against	116	256	256	256
1	40	180	c	1198	6	the	0	0	0	0
1	40	180	c	1198	7	counter.	200	368	368	368
1	41	60	-	NaN	1	Looks	288	288	288	288
1	41	60	-	NaN	2	like	144	144	296	460
1	41	60	-	NaN	3	a	308	308	308	308
1	41	60	-	NaN	4	walk	120	348	348	348
1	41	60	-	NaN	5	did	912	912	912	912
1	41	60	-	NaN	6	the	468	468	468	468
1	41	60	-	NaN	7	trick.	192	192	192	820
1	42	26	c	1887	1	Sam	300	300	300	300
1	42	26	c	1887	2	felt	152	152	152	152
1	42	26	c	1887	3	proud	276	276	276	276
1	42	26	c	1887	4	when	240	240	240	240
1	42	26	c	1887	5	he	216	216	216	216
1	42	26	c	1887	6	went	412	412	412	412
1	42	26	c	1887	7	home.	424	424	424	836
1	43	124	e	3061	1	Scott	292	292	292	292
1	43	124	e	3061	2	got	156	312	312	492
1	43	124	e	3061	3	up	160	160	504	4352
1	43	124	e	3061	4	and	216	216	216	216
1	43	124	e	3061	5	washed	176	176	176	176
1	43	124	e	3061	6	his	204	204	204	204
1	43	124	e	3061	7	plate.	456	456	456	456
1	44	178	c	2031	1	Simon	300	300	300	300
1	44	178	c	2031	2	nodded	148	148	148	148
1	44	178	c	2031	3	and	208	208	208	208
1	44	178	c	2031	4	walked	124	124	124	124
1	44	178	c	2031	5	into	380	380	380	524
1	44	178	c	2031	6	the	204	204	204	204
1	44	178	c	2031	7	room.	0	0	0	0
1	45	96	-	NaN	1	Steve	312	452	452	452
1	45	96	-	NaN	2	sat	436	436	436	436
1	45	96	-	NaN	3	down	128	128	128	128
1	45	96	-	NaN	4	to	168	168	168	168
1	45	96	-	NaN	5	eat	168	588	588	588
1	45	96	-	NaN	6	his	380	380	380	380
1	45	96	-	NaN	7	lunch.	1032	1032	1032	1032
1	46	28	-	NaN	1	Ted	288	288	288	288
1	46	28	-	NaN	2	smiled	244	244	244	244
1	46	28	-	NaN	3	and	220	220	220	220
1	46	28	-	NaN	4	bit	116	116	116	116
1	46	28	-	NaN	5	his	296	296	296	296
1	46	28	-	NaN	6	bottom	148	148	296	1484
1	46	28	-	NaN	7	lip.	148	148	316	1048
1	47	44	c	1400	1	Thomas	424	424	424	424
1	47	44	c	1400	2	stepped	460	672	672	672
1	47	44	c	1400	3	back	204	204	204	204
1	47	44	c	1400	4	and	300	300	300	300
1	47	44	c	1400	5	shook	280	368	368	368
1	47	44	c	1400	6	his	524	524	524	524
1	47	44	c	1400	7	head.	1040	1040	1040	1040
1	48	56	c	2571	1	Tom	276	276	276	276
1	48	56	c	2571	2	stood	168	364	364	364
1	48	56	c	2571	3	up	0	0	0	0
1	48	56	c	2571	4	and	136	136	136	136
1	48	56	c	2571	5	wiped	204	204	204	204
1	48	56	c	2571	6	his	248	248	248	248
1	48	56	c	2571	7	jeans.	728	728	728	728
1	49	21	-	NaN	1	Tony	24	272	272	272
1	49	21	-	NaN	2	stopped	164	380	380	380
1	49	21	-	NaN	3	off	380	380	380	380
1	49	21	-	NaN	4	at	264	264	264	264
1	49	21	-	NaN	5	his	0	0	0	0
1	49	21	-	NaN	6	first	144	144	144	144
1	49	21	-	NaN	7	delivery.	156	156	640	1556
1	50	146	-	NaN	1	Normally	76	324	324	324
1	50	146	-	NaN	2	they	192	192	192	192
1	50	146	-	NaN	3	want	124	124	124	124
1	50	146	-	NaN	4	to	0	0	0	0
1	50	146	-	NaN	5	cut	212	212	212	332
1	50	146	-	NaN	6	things	336	336	576	1064
1	50	146	-	NaN	7	up.	132	132	132	132
1	51	156	c	4103	1	Powerful	312	312	312	312
1	51	156	c	4103	2	in	304	304	304	304
1	51	156	c	4103	3	the	0	0	0	0
1	51	156	c	4103	4	wrong	164	164	164	296
1	51	156	c	4103	5	hands,	160	308	308	308
1	51	156	c	4103	6	is	0	0	0	0
1	51	156	c	4103	7	that.	716	716	1472	2864
1	52	50	c	2667	1	She	252	328	328	328
1	52	50	c	2667	2	had	0	0	0	0
1	52	50	c	2667	3	refused	180	180	304	456
1	52	50	c	2667	4	to	284	284	284	284
1	52	50	c	2667	5	leave	308	308	308	440
1	52	50	c	2667	6	her	200	344	344	344
1	52	50	c	2667	7	home.	340	340	600	1892
1	53	160	c	3117	1	She	296	296	296	296
1	53	160	c	3117	2	hid	176	540	540	540
1	53	160	c	3117	3	the	136	136	136	392
1	53	160	c	3117	4	boxes	204	204	204	204
1	53	160	c	3117	5	and	220	220	220	220
1	53	160	c	3117	6	matches	188	188	188	188
1	53	160	c	3117	7	well.	396	396	396	396
1	54	189	c	1251	1	The	276	276	276	276
1	54	189	c	1251	2	bored	112	112	112	112
1	54	189	c	1251	3	looking	184	184	184	184
1	54	189	c	1251	4	soldier	196	196	196	196
1	54	189	c	1251	5	continued	164	164	164	164
1	54	189	c	1251	6	looking	192	192	192	192
1	54	189	c	1251	7	bored.	152	152	152	796
1	55	186	-	NaN	1	The	292	292	292	292
1	55	186	-	NaN	2	dead	296	692	692	852
1	55	186	-	NaN	3	must	188	380	616	864
1	55	186	-	NaN	4	not	148	148	148	148
1	55	186	-	NaN	5	kill	204	204	204	204
1	55	186	-	NaN	6	the	284	284	284	284
1	55	186	-	NaN	7	living.	764	764	764	764
1	56	1	-	NaN	1	The	288	288	288	288
1	56	1	-	NaN	2	prison	208	208	208	208
1	56	1	-	NaN	3	guard	228	356	356	356
1	56	1	-	NaN	4	walked	260	260	260	260
1	56	1	-	NaN	5	along	292	292	292	292
1	56	1	-	NaN	6	the	136	136	136	324
1	56	1	-	NaN	7	row.	188	336	336	924
1	57	119	c	2251	1	The	36	336	336	336
1	57	119	c	2251	2	van	0	0	0	0
1	57	119	c	2251	3	is	204	204	204	204
1	57	119	c	2251	4	your	232	720	720	720
1	57	119	c	2251	5	lead,	196	196	196	196
1	57	119	c	2251	6	follow	160	160	160	160
1	57	119	c	2251	7	that.	192	192	192	600
1	58	125	-	NaN	1	You're	288	644	644	644
1	58	125	-	NaN	2	getting	240	240	240	240
1	58	125	-	NaN	3	up	164	164	164	316
1	58	125	-	NaN	4	early	140	140	356	500
1	58	125	-	NaN	5	in	200	200	200	200
1	58	125	-	NaN	6	the	0	0	0	0
1	58	125	-	NaN	7	morning.	312	312	564	768
1	59	198	-	NaN	1	After	24	628	628	628
1	59	198	-	NaN	2	lunch	472	472	472	472
1	59	198	-	NaN	3	he	204	204	204	204
1	59	198	-	NaN	4	was	224	224	224	224
1	59	198	-	NaN	5	told	220	220	220	220
1	59	198	-	NaN	6	he	0	0	0	0
1	59	198	-	NaN	7	had	188	188	188	296
1	59	198	-	NaN	8	visitors.	224	224	224	524
1	60	93	c	2754	1	Albert	284	376	376	376
1	60	93	c	2754	2	spoke	240	240	240	240
1	60	93	c	2754	3	before	180	180	180	180
1	60	93	c	2754	4	Barbara	236	236	236	236
1	60	93	c	2754	5	had	180	180	180	180
1	60	93	c	2754	6	a	220	220	220	220
1	60	93	c	2754	7	chance	180	180	180	180
1	60	93	c	2754	8	to.	0	0	0	0
1	61	45	c	3275	1	Come	304	304	304	304
1	61	45	c	3275	2	within	384	504	504	504
1	61	45	c	3275	3	the	216	216	216	216
1	61	45	c	3275	4	walls	192	192	192	192
1	61	45	c	3275	5	to	0	0	0	0
1	61	45	c	3275	6	escape	204	204	204	340
1	61	45	c	3275	7	the	232	232	232	232
1	61	45	c	3275	8	enemy.	500	500	500	500
1	62	190	-	NaN	1	Follow	144	412	412	412
1	62	190	-	NaN	2	me	204	204	204	204
1	62	190	-	NaN	3	closely	128	128	128	128
1	62	190	-	NaN	4	and	132	132	132	132
1	62	190	-	NaN	5	watch	236	236	236	236
1	62	190	-	NaN	6	for	340	340	340	340
1	62	190	-	NaN	7	their	228	228	228	228
1	62	190	-	NaN	8	leader.	116	324	324	584
1	63	152	-	NaN	1	He	316	316	316	316
1	63	152	-	NaN	2	called	0	0	0	0
1	63	152	-	NaN	3	out	168	168	168	168
1	63	152	-	NaN	4	but	240	240	384	612
1	63	152	-	NaN	5	she	0	0	0	0
1	63	152	-	NaN	6	did	188	188	340	580
1	63	152	-	NaN	7	not	548	548	548	548
1	63	152	-	NaN	8	move.	356	356	356	356
1	64	54	c	3191	1	He	280	280	280	280
1	64	54	c	3191	2	sat	120	120	120	120
1	64	54	c	3191	3	down	112	112	112	112
1	64	54	c	3191	4	and	180	276	276	276
1	64	54	c	3191	5	began	0	0	0	0
1	64	54	c	3191	6	to	236	236	236	236
1	64	54	c	3191	7	eat	0	0	0	0
1	64	54	c	3191	8	breakfast.	196	196	364	572
1	65	3	c	2960	1	He	0	0	0	0
1	65	3	c	2960	2	slammed	200	200	344	452
1	65	3	c	2960	3	the	172	172	456	628
1	65	3	c	2960	4	knife	144	144	144	144
1	65	3	c	2960	5	down	160	160	160	160
1	65	3	c	2960	6	on	260	260	260	260
1	65	3	c	2960	7	the	0	0	0	0
1	65	3	c	2960	8	lamb.	128	128	988	1244
1	66	100	-	NaN	1	He	0	0	0	0
1	66	100	-	NaN	2	staggered	284	284	672	780
1	66	100	-	NaN	3	into	416	416	416	416
1	66	100	-	NaN	4	the	176	176	176	176
1	66	100	-	NaN	5	chair	96	96	96	96
1	66	100	-	NaN	6	at	0	0	0	0
1	66	100	-	NaN	7	his	160	160	360	700
1	66	100	-	NaN	8	desk.	80	80	80	244
1	67	164	-	NaN	1	I	0	0	0	0
1	67	164	-	NaN	2	do	228	228	228	228
1	67	164	-	NaN	3	not	328	328	328	328
1	67	164	-	NaN	4	spare	148	284	284	284
1	67	164	-	NaN	5	the	252	408	408	408
1	67	164	-	NaN	6	birds	128	128	128	312
1	67	164	-	NaN	7	a	164	164	164	164
1	67	164	-	NaN	8	killing.	392	392	804	1872
1	68	167	c	2568	1	I	216	216	216	216
1	68	167	c	2568	2	think	180	180	180	180
1	68	167	c	2568	3	our	348	348	348	348
1	68	167	c	2568	4	friend's	128	128	128	128
1	68	167	c	2568	5	demands	336	336	336	336
1	68	167	c	2568	6	are	392	392	392	392
1	68	167	c	2568	7	well	168	168	168	500
1	68	167	c	2568	8	justified.	160	160	160	1108
1	69	181	-	NaN	1	Let	64	64	64	64
1	69	181	-	NaN	2	us	172	172	172	428
1	69	181	-	NaN	3	leave	172	172	172	172
1	69	181	-	NaN	4	these	176	176	176	176
1	69	181	-	NaN	5	poor	180	180	180	180
1	69	181	-	NaN	6	people	160	160	160	160
1	69	181	-	NaN	7	in	0	0	0	0
1	69	181	-	NaN	8	peace.	292	292	292	484
1	70	205	-	NaN	1	Walter	280	280	280	280
1	70	205	-	NaN	2	closed	272	428	428	428
1	70	205	-	NaN	3	the	252	252	252	252
1	70	205	-	NaN	4	door	0	0	0	0
1	70	205	-	NaN	5	and	196	196	196	196
1	70	205	-	NaN	6	took	168	168	168	168
1	70	205	-	NaN	7	a	0	0	0	0
1	70	205	-	NaN	8	breath.	284	284	284	284
1	71	11	c	1748	1	William	288	420	420	420
1	71	11	c	1748	2	sat	168	168	168	168
1	71	11	c	1748	3	down	264	264	264	264
1	71	11	c	1748	4	and	168	168	168	168
1	71	11	c	1748	5	tucked	160	160	160	160
1	71	11	c	1748	6	into	408	408	408	408
1	71	11	c	1748	7	his	280	280	280	280
1	71	11	c	1748	8	breakfast.	680	680	680	1044
1	72	117	-	NaN	1	Alec	332	332	332	332
1	72	117	-	NaN	2	stood	156	156	156	156
1	72	117	-	NaN	3	against	148	272	272	272
1	72	117	-	NaN	4	the	140	140	140	140
1	72	117	-	NaN	5	wall	136	136	136	136
1	72	117	-	NaN	6	to	0	0	0	0
1	72	117	-	NaN	7	steady	252	496	496	496
1	72	117	-	NaN	8	himself.	176	272	272	272
1	73	172	e	1691	1	No-one	332	332	332	332
1	73	172	e	1691	2	else	228	228	228	228
1	73	172	e	1691	3	had	160	160	160	160
1	73	172	e	1691	4	dared	184	184	396	560
1	73	172	e	1691	5	step	428	428	428	428
1	73	172	e	1691	6	within	156	156	156	156
1	73	172	e	1691	7	the	0	0	0	0
1	73	172	e	1691	8	ring.	176	176	176	940
1	74	98	-	NaN	1	None	296	296	296	296
1	74	98	-	NaN	2	of	196	196	196	196
1	74	98	-	NaN	3	the	196	196	196	196
1	74	98	-	NaN	4	city	0	0	0	0
1	74	98	-	NaN	5	people	160	444	444	444
1	74	98	-	NaN	6	dress	328	328	328	328
1	74	98	-	NaN	7	like	468	468	468	468
1	74	98	-	NaN	8	that.	0	0	0	0
1	75	155	c	3455	1	She	272	272	272	272
1	75	155	c	3455	2	saw	144	144	144	144
1	75	155	c	3455	3	the	168	168	168	168
1	75	155	c	3455	4	throwing	148	148	148	148
1	75	155	c	3455	5	knife	124	124	352	532
1	75	155	c	3455	6	in	212	212	212	212
1	75	155	c	3455	7	his	0	0	0	0
1	75	155	c	3455	8	hand.	416	416	416	1432
1	76	199	c	1118	1	She	304	488	488	488
1	76	199	c	1118	2	was	0	0	0	0
1	76	199	c	1118	3	smiling	168	168	168	268
1	76	199	c	1118	4	in	164	164	164	164
1	76	199	c	1118	5	the	224	224	224	224
1	76	199	c	1118	6	dark,	0	0	0	0
1	76	199	c	1118	7	teeth	188	188	188	188
1	76	199	c	1118	8	flashing.	212	212	444	620
1	77	6	c	3638	1	Shut	100	264	264	264
1	77	6	c	3638	2	your	220	528	528	528
1	77	6	c	3638	3	smart	244	244	244	244
1	77	6	c	3638	4	foul	408	408	408	408
1	77	6	c	3638	5	mouth	384	384	384	384
1	77	6	c	3638	6	and	168	168	168	168
1	77	6	c	3638	7	sit	316	316	316	316
1	77	6	c	3638	8	down.	64	64	64	544
1	78	72	-	NaN	1	Tell	312	312	312	312
1	78	72	-	NaN	2	me	204	204	204	204
1	78	72	-	NaN	3	what	124	124	124	124
1	78	72	-	NaN	4	really	172	172	172	172
1	78	72	-	NaN	5	happened	164	164	164	164
1	78	72	-	NaN	6	to	0	0	0	0
1	78	72	-	NaN	7	the	208	208	208	500
1	78	72	-	NaN	8	truck.	164	164	164	164
1	79	159	-	NaN	1	The	240	240	240	240
1	79	159	-	NaN	2	door	52	52	52	52
1	79	159	-	NaN	3	was	168	168	168	168
1	79	159	-	NaN	4	opened	132	132	132	132
1	79	159	-	NaN	5	and	260	260	260	416
1	79	159	-	NaN	6	Alexander	216	216	216	216
1	79	159	-	NaN	7	walked	360	360	360	360
1	79	159	-	NaN	8	out.	284	284	284	428
1	80	165	c	3728	1	There	252	252	252	252
1	80	165	c	3728	2	were	276	276	276	276
1	80	165	c	3728	3	choked	176	176	176	176
1	80	165	c	3728	4	screams	584	584	584	584
1	80	165	c	3728	5	and	204	204	204	204
1	80	165	c	3728	6	shouts	152	152	152	152
1	80	165	c	3728	7	of	0	0	0	0
1	80	165	c	3728	8	dismay.	180	280	280	748
1	81	135	-	NaN	1	There	280	280	280	280
1	81	135	-	NaN	2	will	188	188	188	188
1	81	135	-	NaN	3	be	0	0	0	0
1	81	135	-	NaN	4	men	128	128	128	128
1	81	135	-	NaN	5	to	136	272	272	272
1	81	135	-	NaN	6	kill	0	0	0	0
1	81	135	-	NaN	7	either	152	152	152	152
1	81	135	-	NaN	8	way.	212	212	212	212
1	82	121	-	NaN	1	They	228	360	360	360
1	82	121	-	NaN	2	were	124	124	124	124
1	82	121	-	NaN	3	definitely	152	152	152	152
1	82	121	-	NaN	4	holding	168	168	168	168
1	82	121	-	NaN	5	hands	312	312	312	312
1	82	121	-	NaN	6	underneath	276	400	400	400
1	82	121	-	NaN	7	the	0	0	0	0
1	82	121	-	NaN	8	table.	356	356	356	524
1	83	154	c	1223	1	Claudia	0	0	0	0
1	83	154	c	1223	2	still	0	0	0	0
1	83	154	c	1223	3	teaches	0	0	0	0
1	83	154	c	1223	4	and	0	0	0	0
1	83	154	c	1223	5	still	0	0	0	0
1	83	154	c	1223	6	claims	272	272	468	1900
1	83	154	c	1223	7	to	168	168	168	168
1	83	154	c	1223	8	hate	196	196	196	400
1	83	154	c	1223	9	it.	260	260	260	260
1	84	112	-	NaN	1	Burn	404	404	404	404
1	84	112	-	NaN	2	him	240	420	420	420
1	84	112	-	NaN	3	now,	112	112	112	112
1	84	112	-	NaN	4	don't	256	256	256	256
1	84	112	-	NaN	5	wait	276	276	276	276
1	84	112	-	NaN	6	for	152	152	152	152
1	84	112	-	NaN	7	him	0	0	0	0
1	84	112	-	NaN	8	to	208	208	208	332
1	84	112	-	NaN	9	escape.	0	0	0	0
1	85	136	-	NaN	1	Don't	284	284	284	284
