subj_nr	sent_nr	sent_pos	correct	answer_time	word_pos	word	RTfirstfix	RTfirstpass	RTrightbound	RTgopast
4	179	184	c	1284	1	They	0	0	0	0
4	179	184	c	1284	2	stared	240	240	240	452
4	179	184	c	1284	3	at	0	0	0	0
4	179	184	c	1284	4	the	336	336	336	336
4	179	184	c	1284	5	black	0	0	0	0
4	179	184	c	1284	6	wall	300	300	300	300
4	179	184	c	1284	7	and	0	0	0	0
4	179	184	c	1284	8	now	188	188	188	188
4	179	184	c	1284	9	this	224	224	224	224
4	179	184	c	1284	10	offered	500	748	748	748
4	179	184	c	1284	11	no	0	0	0	0
4	179	184	c	1284	12	comfort.	288	288	288	1188
4	181	1	-	NaN	1	We	0	0	0	0
4	181	1	-	NaN	2	should	244	444	444	444
4	181	1	-	NaN	3	talk	292	292	292	292
4	181	1	-	NaN	4	about	208	208	208	208
4	181	1	-	NaN	5	the	124	124	124	124
4	181	1	-	NaN	6	things	120	300	300	300
4	181	1	-	NaN	7	people	184	184	184	184
4	181	1	-	NaN	8	talk	0	0	0	0
4	181	1	-	NaN	9	about	260	260	260	260
4	181	1	-	NaN	10	on	124	124	124	124
4	181	1	-	NaN	11	first	224	224	224	224
4	181	1	-	NaN	12	dates.	132	132	132	736
4	182	31	-	NaN	1	Why	0	0	0	0
4	182	31	-	NaN	2	don't	260	524	524	524
4	182	31	-	NaN	3	you	144	144	144	144
4	182	31	-	NaN	4	tell	120	120	120	120
4	182	31	-	NaN	5	me	0	0	0	0
4	182	31	-	NaN	6	what	296	296	296	296
4	182	31	-	NaN	7	happened	0	0	0	0
4	182	31	-	NaN	8	on	0	0	0	0
4	182	31	-	NaN	9	Saturday,	248	248	248	248
4	182	31	-	NaN	10	step	0	0	0	0
4	182	31	-	NaN	11	by	232	232	232	232
4	182	31	-	NaN	12	step.	80	168	168	384
4	183	89	c	2500	1	Emma	296	296	296	296
4	183	89	c	2500	2	put	148	148	148	148
4	183	89	c	2500	3	her	160	160	160	160
4	183	89	c	2500	4	mug	188	188	188	188
4	183	89	c	2500	5	of	0	0	0	0
4	183	89	c	2500	6	tea	372	372	372	372
4	183	89	c	2500	7	down	160	160	160	160
4	183	89	c	2500	8	on	0	0	0	0
4	183	89	c	2500	9	the	212	212	212	212
4	183	89	c	2500	10	table	148	148	148	148
4	183	89	c	2500	11	with	0	0	0	0
4	183	89	c	2500	12	a	148	148	148	148
4	183	89	c	2500	13	bang.	192	192	192	420
4	185	10	c	3499	1	Bruce	292	292	292	292
4	185	10	c	3499	2	is	0	0	0	0
4	185	10	c	3499	3	looking	144	288	288	288
4	185	10	c	3499	4	for	0	0	0	0
4	185	10	c	3499	5	someone	200	200	200	200
4	185	10	c	3499	6	to	0	0	0	0
4	185	10	c	3499	7	take	208	208	208	208
4	185	10	c	3499	8	the	0	0	0	0
4	185	10	c	3499	9	spare	332	332	332	332
4	185	10	c	3499	10	room	0	0	0	0
4	185	10	c	3499	11	in	0	0	0	0
4	185	10	c	3499	12	his	204	204	204	372
4	185	10	c	3499	13	flat.	228	228	228	564
4	186	188	-	NaN	1	From	0	0	0	0
4	186	188	-	NaN	2	the	264	304	304	304
4	186	188	-	NaN	3	moment	196	196	196	196
4	186	188	-	NaN	4	we	0	0	0	0
4	186	188	-	NaN	5	leave	148	296	296	296
4	186	188	-	NaN	6	this	172	172	172	172
4	186	188	-	NaN	7	spot	144	144	144	144
4	186	188	-	NaN	8	be	0	0	0	0
4	186	188	-	NaN	9	very	196	196	196	196
4	186	188	-	NaN	10	careful	292	292	292	292
4	186	188	-	NaN	11	what	0	0	0	0
4	186	188	-	NaN	12	you	224	224	224	224
4	186	188	-	NaN	13	say.	120	120	120	500
4	187	133	c	1948	1	He	116	116	116	116
4	187	133	c	1948	2	knocked	292	292	292	292
4	187	133	c	1948	3	on	0	0	0	0
4	187	133	c	1948	4	the	240	372	372	372
4	187	133	c	1948	5	door	0	0	0	0
4	187	133	c	1948	6	so	0	0	0	0
4	187	133	c	1948	7	hard	380	380	380	380
4	187	133	c	1948	8	that	0	0	0	0
4	187	133	c	1948	9	he	32	132	132	132
4	187	133	c	1948	10	almost	56	288	288	288
4	187	133	c	1948	11	broke	188	188	188	188
4	187	133	c	1948	12	it	0	0	0	0
4	187	133	c	1948	13	down.	196	196	196	196
4	188	122	-	NaN	1	He	0	0	0	0
4	188	122	-	NaN	2	let	0	0	0	0
4	188	122	-	NaN	3	Donald	248	248	508	660
4	188	122	-	NaN	4	go	0	0	0	0
4	188	122	-	NaN	5	and	208	208	208	208
4	188	122	-	NaN	6	he	0	0	0	0
4	188	122	-	NaN	7	fell	260	260	260	260
4	188	122	-	NaN	8	to	0	0	0	0
4	188	122	-	NaN	9	the	0	0	0	0
4	188	122	-	NaN	10	floor	168	168	328	524
4	188	122	-	NaN	11	with	0	0	0	0
4	188	122	-	NaN	12	a	0	0	0	0
4	188	122	-	NaN	13	thud.	192	408	408	408
4	189	82	c	2502	1	He	0	0	0	0
4	189	82	c	2502	2	smiled	388	388	388	388
4	189	82	c	2502	3	again	156	308	308	308
4	189	82	c	2502	4	and	0	0	0	0
4	189	82	c	2502	5	felt	200	200	200	200
4	189	82	c	2502	6	like	256	256	256	256
4	189	82	c	2502	7	a	0	0	0	0
4	189	82	c	2502	8	man	0	0	0	0
4	189	82	c	2502	9	and	240	240	240	240
4	189	82	c	2502	10	not	0	0	0	0
4	189	82	c	2502	11	just	248	248	248	248
4	189	82	c	2502	12	the	192	192	192	192
4	189	82	c	2502	13	kid.	160	160	160	1596
4	190	109	-	NaN	1	He's	312	312	312	312
4	190	109	-	NaN	2	got	0	0	0	0
4	190	109	-	NaN	3	the	160	160	160	160
4	190	109	-	NaN	4	ability	256	256	256	256
4	190	109	-	NaN	5	to	0	0	0	0
4	190	109	-	NaN	6	work	176	176	176	176
4	190	109	-	NaN	7	but	0	0	0	0
4	190	109	-	NaN	8	he	144	144	144	144
4	190	109	-	NaN	9	just	164	164	164	164
4	190	109	-	NaN	10	gets	0	0	0	0
4	190	109	-	NaN	11	bored	252	252	252	252
4	190	109	-	NaN	12	too	152	152	152	152
4	190	109	-	NaN	13	easy.	256	256	256	560
4	192	16	-	NaN	1	I	0	0	0	0
4	192	16	-	NaN	2	can't	232	376	376	376
4	192	16	-	NaN	3	see	144	144	144	144
4	192	16	-	NaN	4	any	324	324	324	324
4	192	16	-	NaN	5	amount	96	96	96	96
4	192	16	-	NaN	6	of	0	0	0	0
4	192	16	-	NaN	7	talk	204	204	204	204
4	192	16	-	NaN	8	getting	192	192	192	192
4	192	16	-	NaN	9	you	0	0	0	0
4	192	16	-	NaN	10	out	160	160	160	160
4	192	16	-	NaN	11	of	228	228	228	228
4	192	16	-	NaN	12	this	144	144	144	144
4	192	16	-	NaN	13	mess.	276	276	276	444
4	193	66	-	NaN	1	I	0	0	0	0
4	193	66	-	NaN	2	flung	364	364	364	364
4	193	66	-	NaN	3	out	0	0	0	0
4	193	66	-	NaN	4	my	160	160	160	160
4	193	66	-	NaN	5	hands	164	164	164	164
4	193	66	-	NaN	6	and	0	0	0	0
4	193	66	-	NaN	7	they	172	172	172	172
4	193	66	-	NaN	8	said	0	0	0	0
4	193	66	-	NaN	9	I	184	184	184	184
4	193	66	-	NaN	10	had	0	0	0	0
4	193	66	-	NaN	11	broken	216	216	216	216
4	193	66	-	NaN	12	my	0	0	0	0
4	193	66	-	NaN	13	wrists.	592	592	592	592
4	194	125	-	NaN	1	I	0	0	0	0
4	194	125	-	NaN	2	mostly	0	0	0	0
4	194	125	-	NaN	3	just	0	0	0	0
4	194	125	-	NaN	4	pick	0	0	0	0
4	194	125	-	NaN	5	a	0	0	0	0
4	194	125	-	NaN	6	dry	0	0	0	0
4	194	125	-	NaN	7	white	0	0	0	0
4	194	125	-	NaN	8	and	0	0	0	0
4	194	125	-	NaN	9	drink	88	88	328	1708
4	194	125	-	NaN	10	it	0	0	0	0
4	194	125	-	NaN	11	to	0	0	0	0
4	194	125	-	NaN	12	get	280	280	796	1112
4	194	125	-	NaN	13	drunk.	136	136	136	408
4	195	164	c	1638	1	Andy	0	0	0	0
4	195	164	c	1638	2	felt	248	248	808	984
4	195	164	c	1638	3	good	0	0	0	0
4	195	164	c	1638	4	when	212	212	212	212
4	195	164	c	1638	5	he	160	160	160	160
4	195	164	c	1638	6	got	160	160	160	160
4	195	164	c	1638	7	ready	188	188	188	188
4	195	164	c	1638	8	to	0	0	0	0
4	195	164	c	1638	9	go	196	196	196	196
4	195	164	c	1638	10	out	192	192	192	192
4	195	164	c	1638	11	on	0	0	0	0
4	195	164	c	1638	12	Saturday	368	368	368	368
4	195	164	c	1638	13	night.	424	424	424	424
4	197	25	c	1565	1	Billy	268	456	456	456
4	197	25	c	1565	2	knocked	172	172	172	172
4	197	25	c	1565	3	on	0	0	0	0
4	197	25	c	1565	4	the	276	276	276	432
4	197	25	c	1565	5	door	0	0	0	0
4	197	25	c	1565	6	and	0	0	0	0
4	197	25	c	1565	7	waited	228	228	228	228
4	197	25	c	1565	8	till	160	160	160	160
4	197	25	c	1565	9	he	0	0	0	0
4	197	25	c	1565	10	was	0	0	0	0
4	197	25	c	1565	11	told	220	220	220	220
4	197	25	c	1565	12	to	0	0	0	0
4	197	25	c	1565	13	enter.	184	304	304	736
4	198	87	c	1261	1	Bob	0	0	0	0
4	198	87	c	1261	2	sat	260	260	260	260
4	198	87	c	1261	3	at	232	232	232	232
4	198	87	c	1261	4	the	148	148	148	148
4	198	87	c	1261	5	entrance	148	148	148	148
4	198	87	c	1261	6	to	0	0	0	0
4	198	87	c	1261	7	the	0	0	0	0
4	198	87	c	1261	8	warehouse	240	432	432	432
4	198	87	c	1261	9	and	0	0	0	0
4	198	87	c	1261	10	made	132	132	132	196
4	198	87	c	1261	11	up	220	220	220	220
4	198	87	c	1261	12	a	0	0	0	0
4	198	87	c	1261	13	cigarette.	216	580	580	580
4	199	42	c	2521	1	Brian	244	432	432	432
4	199	42	c	2521	2	sat	264	264	264	264
4	199	42	c	2521	3	down	0	0	0	0
4	199	42	c	2521	4	at	0	0	0	0
4	199	42	c	2521	5	an	236	260	260	260
4	199	42	c	2521	6	empty	176	176	176	176
4	199	42	c	2521	7	table	196	196	196	196
4	199	42	c	2521	8	and	0	0	0	0
4	199	42	c	2521	9	began	140	460	460	460
4	199	42	c	2521	10	to	0	0	0	0
4	199	42	c	2521	11	eat	184	184	184	184
4	199	42	c	2521	12	his	0	0	0	0
4	199	42	c	2521	13	breakfast.	312	312	312	908
4	201	113	c	1101	1	One	0	0	0	0
4	201	113	c	1101	2	by	0	0	0	0
4	201	113	c	1101	3	one	460	604	604	604
4	201	113	c	1101	4	she	0	0	0	0
4	201	113	c	1101	5	placed	160	332	548	1612
4	201	113	c	1101	6	her	0	0	0	0
4	201	113	c	1101	7	teeth	176	176	176	176
4	201	113	c	1101	8	about	164	164	164	164
4	201	113	c	1101	9	their	228	228	228	228
4	201	113	c	1101	10	necks	312	312	312	312
4	201	113	c	1101	11	and	0	0	0	0
4	201	113	c	1101	12	killed	188	188	188	188
4	201	113	c	1101	13	them.	136	136	136	992
4	202	76	c	1397	1	The	188	220	220	220
4	202	76	c	1397	2	shout	192	192	192	192
4	202	76	c	1397	3	caught	160	160	352	812
4	202	76	c	1397	4	him	0	0	0	0
4	202	76	c	1397	5	off	152	152	152	152
4	202	76	c	1397	6	guard	128	392	392	392
4	202	76	c	1397	7	and	0	0	0	0
4	202	76	c	1397	8	he	0	0	0	0
4	202	76	c	1397	9	fell	144	144	144	144
4	202	76	c	1397	10	back	160	160	160	160
4	202	76	c	1397	11	a	220	220	220	220
4	202	76	c	1397	12	little	280	280	280	588
4	202	76	c	1397	13	way.	0	0	0	0
4	209	160	-	NaN	1	He	0	0	0	0
4	209	160	-	NaN	2	rose	388	388	388	388
4	209	160	-	NaN	3	from	184	184	184	184
4	209	160	-	NaN	4	his	160	160	160	160
4	209	160	-	NaN	5	seat	160	160	160	160
4	209	160	-	NaN	6	and	0	0	0	0
4	209	160	-	NaN	7	stopped	140	288	288	288
4	209	160	-	NaN	8	mid	0	0	0	0
4	209	160	-	NaN	9	way	336	336	336	336
4	209	160	-	NaN	10	when	192	192	192	192
4	209	160	-	NaN	11	Joe	0	0	0	0
4	209	160	-	NaN	12	glared	260	676	676	676
4	209	160	-	NaN	13	at	0	0	0	0
4	209	160	-	NaN	14	him.	200	200	200	1752
4	210	46	-	NaN	1	He	0	0	0	0
4	210	46	-	NaN	2	sat	368	368	368	368
4	210	46	-	NaN	3	his	124	124	124	124
4	210	46	-	NaN	4	son	156	156	156	156
4	210	46	-	NaN	5	up	196	196	196	196
4	210	46	-	NaN	6	on	220	220	220	220
4	210	46	-	NaN	7	the	152	152	152	152
4	210	46	-	NaN	8	table	0	0	0	0
4	210	46	-	NaN	9	and	184	184	184	184
4	210	46	-	NaN	10	laid	232	232	232	232
4	210	46	-	NaN	11	his	0	0	0	0
4	210	46	-	NaN	12	belt	160	348	348	348
4	210	46	-	NaN	13	beside	140	140	140	140
4	210	46	-	NaN	14	him.	156	156	156	912
4	211	90	-	NaN	1	If	0	0	0	0
4	211	90	-	NaN	2	I	0	0	0	0
4	211	90	-	NaN	3	have	0	0	0	0
4	211	90	-	NaN	4	time	0	0	0	0
4	211	90	-	NaN	5	at	0	0	0	0
4	211	90	-	NaN	6	the	0	0	0	0
4	211	90	-	NaN	7	end	0	0	0	0
4	211	90	-	NaN	8	I'll	0	0	0	0
4	211	90	-	NaN	9	fill	28	28	216	2860
4	211	90	-	NaN	10	you	0	0	0	0
4	211	90	-	NaN	11	in	180	180	180	180
4	211	90	-	NaN	12	on	0	0	0	0
4	211	90	-	NaN	13	what	584	584	584	584
4	211	90	-	NaN	14	happened.	168	168	168	820
4	221	93	-	NaN	1	Henry	264	264	264	264
4	221	93	-	NaN	2	washed	184	184	184	184
4	221	93	-	NaN	3	his	180	180	180	180
4	221	93	-	NaN	4	hands	0	0	0	0
4	221	93	-	NaN	5	and	0	0	0	0
4	221	93	-	NaN	6	sat	288	288	288	288
4	221	93	-	NaN	7	on	0	0	0	0
4	221	93	-	NaN	8	the	168	168	168	168
4	221	93	-	NaN	9	seat	232	232	232	232
4	221	93	-	NaN	10	in	0	0	0	0
4	221	93	-	NaN	11	front	120	120	120	120
4	221	93	-	NaN	12	of	88	88	88	88
4	221	93	-	NaN	13	the	200	200	200	200
4	221	93	-	NaN	14	stove.	112	112	112	232
4	226	124	-	NaN	1	The	0	0	0	0
4	226	124	-	NaN	2	police	348	348	348	348
4	226	124	-	NaN	3	officer	200	200	200	200
4	226	124	-	NaN	4	got	0	0	0	0
4	226	124	-	NaN	5	out	596	596	596	596
4	226	124	-	NaN	6	of	0	0	0	0
4	226	124	-	NaN	7	the	152	152	152	152
4	226	124	-	NaN	8	van	164	164	164	164
4	226	124	-	NaN	9	and	0	0	0	0
4	226	124	-	NaN	10	picked	188	188	188	188
4	226	124	-	NaN	11	up	0	0	0	0
4	226	124	-	NaN	12	the	0	0	0	0
4	226	124	-	NaN	13	two	300	300	300	300
4	226	124	-	NaN	14	cans.	164	164	164	432
4	227	169	-	NaN	1	The	0	0	0	0
4	227	169	-	NaN	2	speaker	0	0	0	0
4	227	169	-	NaN	3	turned	0	0	0	0
4	227	169	-	NaN	4	to	0	0	0	0
4	227	169	-	NaN	5	her	0	0	0	0
4	227	169	-	NaN	6	with	0	0	0	0
4	227	169	-	NaN	7	a	16	16	16	1088
4	227	169	-	NaN	8	smile	236	236	428	872
4	227	169	-	NaN	9	and	0	0	0	0
4	227	169	-	NaN	10	a	0	0	0	0
4	227	169	-	NaN	11	bow	172	172	172	172
4	227	169	-	NaN	12	of	184	184	184	184
4	227	169	-	NaN	13	his	0	0	0	0
4	227	169	-	NaN	14	head.	172	280	280	280
4	228	33	-	NaN	1	They	0	0	0	0
4	228	33	-	NaN	2	say	0	0	0	0
4	228	33	-	NaN	3	he	0	0	0	0
4	228	33	-	NaN	4	can	0	0	0	0
4	228	33	-	NaN	5	breathe	0	0	0	0
4	228	33	-	NaN	6	fire	0	0	0	0
4	228	33	-	NaN	7	and	0	0	0	0
4	228	33	-	NaN	8	kill	260	260	628	1740
4	228	33	-	NaN	9	a	0	0	0	0
4	228	33	-	NaN	10	man	180	180	180	180
4	228	33	-	NaN	11	with	0	0	0	0
4	228	33	-	NaN	12	a	176	176	176	176
4	228	33	-	NaN	13	single	184	184	184	184
4	228	33	-	NaN	14	word.	84	84	84	1628
4	230	7	-	NaN	1	He	0	0	0	0
4	230	7	-	NaN	2	came	256	392	392	392
4	230	7	-	NaN	3	back	156	156	156	156
4	230	7	-	NaN	4	to	0	0	0	0
4	230	7	-	NaN	5	his	276	276	276	276
4	230	7	-	NaN	6	senses	200	200	200	200
4	230	7	-	NaN	7	when	184	184	184	416
4	230	7	-	NaN	8	he	244	244	244	244
4	230	7	-	NaN	9	heard	288	288	288	288
4	230	7	-	NaN	10	his	0	0	0	0
4	230	7	-	NaN	11	dad	164	164	164	164
4	230	7	-	NaN	12	stand	288	584	584	584
4	230	7	-	NaN	13	up	0	0	0	0
4	230	7	-	NaN	14	to	200	200	200	200
4	230	7	-	NaN	15	him.	72	72	72	1000
4	235	173	-	NaN	1	He	0	0	0	0
4	235	173	-	NaN	2	was	388	924	924	924
4	235	173	-	NaN	3	already	292	292	292	292
4	235	173	-	NaN	4	up	100	100	100	100
4	235	173	-	NaN	5	and	172	172	172	172
4	235	173	-	NaN	6	dressed	172	172	172	172
4	235	173	-	NaN	7	and	0	0	0	0
4	235	173	-	NaN	8	invited	172	340	340	340
4	235	173	-	NaN	9	us	0	0	0	0
4	235	173	-	NaN	10	in	0	0	0	0
4	235	173	-	NaN	11	for	316	316	316	316
4	235	173	-	NaN	12	a	456	456	456	456
4	235	173	-	NaN	13	cup	240	240	240	240
4	235	173	-	NaN	14	of	0	0	0	0
4	235	173	-	NaN	15	tea.	84	84	84	740
4	239	8	-	NaN	1	I	0	0	0	0
4	239	8	-	NaN	2	know	264	264	264	264
4	239	8	-	NaN	3	Richard	132	320	320	320
4	239	8	-	NaN	4	drinks	236	236	236	236
4	239	8	-	NaN	5	a	0	0	0	0
4	239	8	-	NaN	6	little	120	120	120	120
4	239	8	-	NaN	7	too	168	168	168	168
4	239	8	-	NaN	8	much	0	0	0	0
4	239	8	-	NaN	9	and	120	120	120	120
4	239	8	-	NaN	10	has	148	148	148	148
4	239	8	-	NaN	11	a	0	0	0	0
4	239	8	-	NaN	12	bit	176	176	176	176
4	239	8	-	NaN	13	of	0	0	0	0
4	239	8	-	NaN	14	a	0	0	0	0
4	239	8	-	NaN	15	temper.	272	420	420	420
4	241	161	-	NaN	1	If	0	0	0	0
4	241	161	-	NaN	2	this	24	24	280	592
4	241	161	-	NaN	3	were	0	0	0	0
4	241	161	-	NaN	4	a	0	0	0	0
4	241	161	-	NaN	5	movie	232	232	232	232
4	241	161	-	NaN	6	instead	316	428	428	428
4	241	161	-	NaN	7	of	0	0	0	0
4	241	161	-	NaN	8	a	0	0	0	0
4	241	161	-	NaN	9	book	188	188	188	188
4	241	161	-	NaN	10	this	212	212	212	212
4	241	161	-	NaN	11	would	0	0	0	0
4	241	161	-	NaN	12	be	148	148	148	148
4	241	161	-	NaN	13	a	0	0	0	0
4	241	161	-	NaN	14	good	164	164	164	164
4	241	161	-	NaN	15	bit.	312	312	312	312
4	246	127	c	2971	1	James	240	416	416	416
4	246	127	c	2971	2	was	152	152	152	152
4	246	127	c	2971	3	only	0	0	0	0
4	246	127	c	2971	4	in	220	220	220	220
4	246	127	c	2971	5	the	184	184	184	184
4	246	127	c	2971	6	cell	0	0	0	0
4	246	127	c	2971	7	for	0	0	0	0
4	246	127	c	2971	8	an	244	244	244	244
4	246	127	c	2971	9	hour	180	180	180	180
4	246	127	c	2971	10	but	0	0	0	0
4	246	127	c	2971	11	it	176	176	176	176
4	246	127	c	2971	12	felt	176	176	176	176
4	246	127	c	2971	13	like	0	0	0	0
4	246	127	c	2971	14	a	140	140	140	292
4	246	127	c	2971	15	week.	464	464	464	1540
5	1	200	-	NaN	1	Anne	0	0	0	0
5	1	200	-	NaN	2	lost	248	500	500	500
5	1	200	-	NaN	3	control	220	220	220	560
5	1	200	-	NaN	4	and	0	0	0	0
5	1	200	-	NaN	5	laughed.	272	272	272	460
5	2	126	e	4864	1	Billy	340	340	340	340
5	2	126	e	4864	2	wrote	0	0	0	0
5	2	126	e	4864	3	on	276	276	276	276
5	2	126	e	4864	4	the	0	0	0	0
5	2	126	e	4864	5	envelope.	180	180	180	568
5	3	148	-	NaN	1	He	0	0	0	0
5	3	148	-	NaN	2	called	0	0	0	0
5	3	148	-	NaN	3	over	236	236	236	536
5	3	148	-	NaN	4	his	0	0	0	0
5	3	148	-	NaN	5	shoulder.	244	244	244	1452
5	4	160	-	NaN	1	He	0	0	0	0
5	4	160	-	NaN	2	stayed	480	480	480	480
5	4	160	-	NaN	3	against	172	172	636	828
5	4	160	-	NaN	4	the	212	212	212	596
5	4	160	-	NaN	5	wall.	0	0	0	0
5	5	164	c	1693	1	Helen	0	0	0	0
5	5	164	c	1693	2	ran	0	0	0	0
5	5	164	c	1693	3	to	0	0	0	0
5	5	164	c	1693	4	the	0	0	0	0
5	5	164	c	1693	5	toilet.	232	232	732	2356
5	6	42	-	NaN	1	I	0	0	0	0
5	6	42	-	NaN	2	cannot	228	228	228	228
5	6	42	-	NaN	3	tell	172	376	376	472
5	6	42	-	NaN	4	you	0	0	0	0
5	6	42	-	NaN	5	more.	240	240	240	820
5	7	14	c	3012	1	Michael	0	0	0	0
5	7	14	c	3012	2	gave	0	0	0	0
5	7	14	c	3012	3	Adam	0	0	0	0
5	7	14	c	3012	4	two	240	240	240	1028
5	7	14	c	3012	5	pounds.	208	208	208	580
5	8	120	c	1353	1	Roger	0	0	0	0
5	8	120	c	1353	2	smiled	256	444	444	676
5	8	120	c	1353	3	and	280	548	548	548
5	8	120	c	1353	4	sat	500	500	500	500
5	8	120	c	1353	5	down.	0	0	0	0
5	9	39	-	NaN	1	Things	0	0	0	0
5	9	39	-	NaN	2	were	232	380	380	380
5	9	39	-	NaN	3	looking	204	204	204	516
5	9	39	-	NaN	4	up	0	0	0	0
5	9	39	-	NaN	5	again.	220	220	220	612
5	10	87	c	1131	1	This	0	0	0	0
5	10	87	c	1131	2	man's	260	504	504	640
5	10	87	c	1131	3	hair	0	0	0	0
5	10	87	c	1131	4	is	224	224	224	1112
5	10	87	c	1131	5	black.	0	0	0	0
5	11	22	c	1653	1	Turn	0	0	0	0
5	11	22	c	1653	2	your	0	0	0	0
5	11	22	c	1653	3	hearing	0	0	0	0
5	11	22	c	1653	4	aid	0	0	0	0
5	11	22	c	1653	5	up.	252	252	252	2324
5	12	26	-	NaN	1	You'll	0	0	0	0
5	12	26	-	NaN	2	demand	0	0	0	0
5	12	26	-	NaN	3	nothing	240	276	496	868
5	12	26	-	NaN	4	of	188	188	188	188
5	12	26	-	NaN	5	me.	0	0	0	0
5	13	201	-	NaN	1	A	0	0	0	0
5	13	201	-	NaN	2	horse	0	0	0	0
5	13	201	-	NaN	3	has	256	256	256	480
5	13	201	-	NaN	4	thrown	244	448	448	584
5	13	201	-	NaN	5	a	76	76	76	76
5	13	201	-	NaN	6	shoe.	0	0	0	0
5	14	4	c	3091	1	A	0	0	0	0
5	14	4	c	3091	2	tube	0	0	0	0
5	14	4	c	3091	3	train	0	0	0	0
5	14	4	c	3091	4	took	0	0	0	0
5	14	4	c	3091	5	his	236	236	480	2868
5	14	4	c	3091	6	legs.	712	712	712	712
5	15	86	c	3331	1	Five	0	0	0	0
5	15	86	c	3331	2	will	324	324	324	324
5	15	86	c	3331	3	be	128	128	320	1212
5	15	86	c	3331	4	listening	292	292	292	292
5	15	86	c	3331	5	for	292	292	552	1832
5	15	86	c	3331	6	sure.	0	0	0	0
5	16	72	c	1678	1	Gordon	0	0	0	0
5	16	72	c	1678	2	felt	240	240	240	496
5	16	72	c	1678	3	his	164	164	164	164
5	16	72	c	1678	4	anger	192	192	192	192
5	16	72	c	1678	5	build	120	120	120	444
5	16	72	c	1678	6	up.	0	0	0	0
5	17	105	c	2890	1	Harry	0	0	0	0
5	17	105	c	2890	2	smiled	300	300	300	492
5	17	105	c	2890	3	at	0	0	0	0
5	17	105	c	2890	4	his	0	0	0	0
5	17	105	c	2890	5	little	256	256	256	256
5	17	105	c	2890	6	brother.	104	104	104	220
5	18	81	-	NaN	1	He	0	0	0	0
5	18	81	-	NaN	2	needed	0	0	0	0
5	18	81	-	NaN	3	putting	252	252	252	476
5	18	81	-	NaN	4	in	204	204	204	204
5	18	81	-	NaN	5	his	0	0	0	0
5	18	81	-	NaN	6	place.	108	108	108	776
5	19	40	-	NaN	1	He	0	0	0	0
5	19	40	-	NaN	2	shouted	0	0	0	0
5	19	40	-	NaN	3	and	0	0	0	0
5	19	40	-	NaN	4	the	236	236	236	236
5	19	40	-	NaN	5	calling	188	388	388	388
5	19	40	-	NaN	6	ceased.	180	180	796	1432
5	20	131	-	NaN	1	He	32	32	32	32
5	20	131	-	NaN	2	uses	0	0	0	0
5	20	131	-	NaN	3	his	268	268	268	744
5	20	131	-	NaN	4	belt	432	432	432	432
5	20	131	-	NaN	5	on	172	172	172	1584
5	20	131	-	NaN	6	you.	0	0	0	0
5	21	15	c	1616	1	He's	0	0	0	0
5	21	15	c	1616	2	broken	0	0	0	0
5	21	15	c	1616	3	his	240	240	456	1128
5	21	15	c	1616	4	wrists	144	144	144	144
5	21	15	c	1616	5	very	0	0	0	0
5	21	15	c	1616	6	badly.	216	216	216	5808
5	22	180	-	NaN	1	I	0	0	0	0
5	22	180	-	NaN	2	am	0	0	0	0
5	22	180	-	NaN	3	touched	244	244	244	244
5	22	180	-	NaN	4	deeply	136	136	136	368
5	22	180	-	NaN	5	in	316	316	704	996
5	22	180	-	NaN	6	places.	0	0	0	0
5	23	123	-	NaN	1	I	28	28	28	28
5	23	123	-	NaN	2	don't	0	0	0	0
5	23	123	-	NaN	3	want	192	364	364	648
5	23	123	-	NaN	4	to	160	160	160	160
5	23	123	-	NaN	5	hear	308	308	472	1064
5	23	123	-	NaN	6	it.	0	0	0	0
5	24	49	c	3403	1	I	0	0	0	0
5	24	49	c	3403	2	knew	80	80	80	80
5	24	49	c	3403	3	I	0	0	0	0
5	24	49	c	3403	4	heard	196	196	196	432
5	24	49	c	3403	5	your	276	276	540	1584
5	24	49	c	3403	6	voice.	0	0	0	0
5	25	177	-	NaN	1	I	0	0	0	0
5	25	177	-	NaN	2	wouldn't	264	332	332	332
5	25	177	-	NaN	3	want	0	0	0	0
5	25	177	-	NaN	4	to	0	0	0	0
5	25	177	-	NaN	5	miss	188	188	188	188
5	25	177	-	NaN	6	this.	156	156	156	348
5	26	122	c	6209	1	Jack	240	240	240	240
5	26	122	c	6209	2	walked	200	200	200	200
5	26	122	c	6209	3	up	0	0	0	0
5	26	122	c	6209	4	to	200	200	200	844
5	26	122	c	6209	5	the	292	292	292	2132
5	26	122	c	6209	6	door.	396	396	396	396
5	27	82	c	5684	1	Ross	0	0	0	0
5	27	82	c	5684	2	sat	0	0	0	0
5	27	82	c	5684	3	back	268	268	268	596
5	27	82	c	5684	4	down	188	188	188	188
5	27	82	c	5684	5	and	0	0	0	0
5	27	82	c	5684	6	shivered.	308	308	308	420
5	28	68	-	NaN	1	She	0	0	0	0
5	28	68	-	NaN	2	couldn't	0	0	0	0
5	28	68	-	NaN	3	help	132	132	132	132
5	28	68	-	NaN	4	feel	116	116	116	544
5	28	68	-	NaN	5	for	148	148	148	148
5	28	68	-	NaN	6	Alex.	104	104	104	1072
5	29	55	c	1501	1	The	0	0	0	0
5	29	55	c	1501	2	bored	344	580	580	580
